Type,Name,Net Payment This Period,Comparable Payment Prior Year,Period Percent Change,Payment Year to Date,Prior Year Payment Year to Date,Year Percent Change,Report Period,Report Year,Report Period Type
CITY,Breckenridge,$980.11,$771.43,27.05%,$980.11,$771.43,27.05%,1,2015,"QUARTERLY"""
COUNTY,Matagorda,$14294.55,$14067.20,1.62%,$26913.64,$25254.85,6.57%,2,2015,"QUARTERLY"""
CITY,Carrollton,$41928.86,$39956.12,4.94%,$80357.05,$72301.01,11.14%,2,2015,"QUARTERLY"""
COUNTY,Dewitt,$2757.96,$2430.37,13.48%,$2757.96,$2430.37,13.48%,1,2013,"QUARTERLY"""
CITY,Moulton,$538.12,$677.27,-20.55%,$1132.99,$1363.00,-16.88%,2,2016,"QUARTERLY"""
CITY,Moulton,$538.12,$677.27,-20.55%,$1132.99,$1363.00,-16.88%,2,2016,"QUARTERLY"""
COUNTY,McCulloch,$1254.18,$290.05,332.4%,$2783.07,$494.44,462.87%,2,2016,"QUARTERLY"""
COUNTY,McCulloch,$1254.18,$290.05,332.4%,$2783.07,$494.44,462.87%,2,2016,"QUARTERLY"""
CITY,Converse,$2821.03,$2752.32,2.5%,$9908.81,$9412.76,5.27%,4,2015,"QUARTERLY"""
CITY,Seven Points,$1770.29,$1849.04,-4.26%,$3535.51,$3973.42,-11.02%,2,2013,"QUARTERLY"""
COUNTY,Terry,$578.79,$877.26,-34.02%,$1280.50,$1826.68,-29.9%,2,2013,"QUARTERLY"""
CITY,Farmers Branch,$19131.41,$24964.93,-23.37%,$37046.83,$46751.64,-20.76%,2,2015,"QUARTERLY"""
COUNTY,Bexar,$2164404.65,$2160282.57,0.19%,$6781586.95,$6472068.52,4.78%,3,2015,"QUARTERLY"""
CITY,Knollwood,$460.72,$369.17,24.8%,$1032.11,$818.59,26.08%,2,2016,"QUARTERLY"""
CITY,Knollwood,$460.72,$369.17,24.8%,$1032.11,$818.59,26.08%,2,2016,"QUARTERLY"""
CITY,Robstown,$276.80,$163.47,69.33%,$616.74,$323.33,90.75%,2,2013,"QUARTERLY"""
CITY,Elgin,$4102.13,$4040.55,1.52%,$13192.76,$11319.47,16.55%,3,2015,"QUARTERLY"""
COUNTY,Carson,$287.53,$241.01,19.3%,$1276.25,$864.39,47.65%,4,2014,"QUARTERLY"""
CITY,De Soto,$8686.05,$6757.84,28.53%,$8686.05,$6757.84,28.53%,1,2014,"QUARTERLY"""
COUNTY,Hardin,$4176.56,$4748.37,-12.04%,$8449.23,$8792.27,-3.9%,2,2015,"QUARTERLY"""
CITY,Bandera,$1660.11,$1938.29,-14.35%,$1660.11,$1938.29,-14.35%,1,2014,"QUARTERLY"""
CITY,Sweetwater,$1253.02,$1204.24,4.05%,$3596.17,$4240.33,-15.19%,3,2013,"QUARTERLY"""
CITY,Fredericksburg,$20718.38,$18586.15,11.47%,$37061.44,$33810.69,9.61%,2,2013,"QUARTERLY"""
CITY,Azle,$6628.82,$3373.85,96.48%,$6628.82,$3373.85,96.48%,1,2013,"QUARTERLY"""
CITY,Coldspring,$406.07,$536.04,-24.25%,$406.07,$536.04,-24.25%,1,2016,"QUARTERLY"""
COUNTY,Live Oak,$1021.68,$864.02,18.25%,$1927.84,$1579.83,22.03%,2,2013,"QUARTERLY"""
CITY,Madisonville,$3460.87,$3134.14,10.42%,$6418.21,$6215.33,3.26%,2,2015,"QUARTERLY"""
CITY,Springtown,$651.83,$715.88,-8.95%,$1179.23,$1152.23,2.34%,2,2014,"QUARTERLY"""
CITY,Del Rio,$15017.50,$12150.46,23.6%,$29379.70,$25229.69,16.45%,2,2013,"QUARTERLY"""
CITY,Nederland,$1014.58,$966.42,4.98%,$2213.91,$2127.40,4.07%,2,2013,"QUARTERLY"""
CITY,Richardson,$120549.50,$80044.85,50.6%,$221768.09,$157002.70,41.25%,2,2014,"QUARTERLY"""
CITY,Balch Springs,$3089.67,$2007.54,53.9%,$9999.40,$5221.56,91.5%,3,2014,"QUARTERLY"""
CITY,Jacksboro,$492.12,$654.66,-24.83%,$1561.17,$2111.77,-26.07%,3,2015,"QUARTERLY"""
CITY,Devine,$518.66,$506.59,2.38%,$518.66,$506.59,2.38%,1,2015,"QUARTERLY"""
CITY,Lubbock,$301313.65,$296808.97,1.52%,$951646.93,$917914.46,3.67%,3,2015,"QUARTERLY"""
COUNTY,Bailey,$379.83,$342.76,10.82%,$589.45,$575.95,2.34%,2,2015,"QUARTERLY"""
CITY,Odem,$243.74,$229.11,6.39%,$434.61,$405.63,7.14%,2,2013,"QUARTERLY"""
CITY,South Padre Island,$110335.73,$75021.74,47.07%,$217708.80,$174014.93,25.11%,3,2013,"QUARTERLY"""
CITY,Heath,$619.76,$403.24,53.7%,$619.76,$403.24,53.7%,1,2013,"QUARTERLY"""
CITY,San Angelo,$83357.56,$85102.50,-2.05%,$170066.60,$183218.43,-7.18%,2,2016,"QUARTERLY"""
CITY,San Angelo,$83357.56,$85102.50,-2.05%,$170066.60,$183218.43,-7.18%,2,2016,"QUARTERLY"""
CITY,Fort Worth,$695978.37,$647170.54,7.54%,$695978.37,$647170.54,7.54%,1,2013,"QUARTERLY"""
CITY,Somerville,$492.00,$313.83,56.77%,$1787.07,$1243.91,43.67%,4,2013,"QUARTERLY"""
COUNTY,Wilson,$4117.38,$2758.49,49.26%,$14902.27,$9585.13,55.47%,4,2013,"QUARTERLY"""
CITY,Big Sandy,$2181.27,$0.00,0%,$3359.01,$0.00,0%,2,2014,"QUARTERLY"""
CITY,Farmers Branch,$13814.33,$13158.60,4.98%,$26653.23,$27423.55,-2.81%,2,2013,"QUARTERLY"""
CITY,Pattison,$274.81,$256.71,7.05%,$465.16,$448.71,3.67%,2,2013,"QUARTERLY"""
CITY,Friendswood,$7755.28,$6312.10,22.86%,$27947.44,$24700.89,13.14%,4,2013,"QUARTERLY"""
COUNTY,Goliad,$28.07,$21.21,32.34%,$59.60,$57.08,4.41%,3,2013,"QUARTERLY"""
COUNTY,Ochiltree,$2340.04,$1119.74,108.98%,$2340.04,$1119.74,108.98%,1,2014,"QUARTERLY"""
CITY,Mineola,$3300.22,$3195.77,3.27%,$14073.53,$8604.79,63.55%,4,2014,"QUARTERLY"""
COUNTY,Ward,$2360.45,$817.10,188.88%,$8129.05,$817.10,894.87%,4,2015,"QUARTERLY"""
COUNTY,Wharton,$8839.11,$8129.32,8.73%,$8839.11,$8129.32,8.73%,1,2016,"QUARTERLY"""
COUNTY,Hutchinson,$4134.06,$2557.16,61.67%,$4134.06,$2557.16,61.67%,1,2014,"QUARTERLY"""
COUNTY,Carson,$1080.72,$240.09,350.13%,$1080.72,$240.09,350.13%,1,2016,"QUARTERLY"""
COUNTY,Morris,$934.27,$940.13,-0.62%,$3058.95,$3400.44,-10.04%,3,2015,"QUARTERLY"""
COUNTY,Wheeler,$2105.96,$1854.90,13.53%,$4212.68,$3185.61,32.24%,2,2014,"QUARTERLY"""
CITY,Lakeport,$1391.06,$1201.69,15.76%,$2365.11,$2138.26,10.61%,2,2016,"QUARTERLY"""
CITY,Lakeport,$1391.06,$1201.69,15.76%,$2365.11,$2138.26,10.61%,2,2016,"QUARTERLY"""
CITY,Mount Vernon,$302.48,$218.11,38.68%,$695.79,$218.11,219.01%,3,2015,"QUARTERLY"""
CITY,Bellaire,$5569.92,$5838.80,-4.61%,$5569.92,$5838.80,-4.61%,1,2016,"QUARTERLY"""
CITY,Sun Valley,$0.00,$0.00,0%,$0.00,$65.34,-100%,3,2015,"QUARTERLY"""
COUNTY,Refugio,$0.00,$28.21,-100%,$0.00,$28.21,-100%,1,2014,"QUARTERLY"""
CITY,Seminole,$750.29,$833.03,-9.93%,$1603.02,$1287.86,24.47%,2,2015,"QUARTERLY"""
CITY,Navasota,$3032.78,$2422.98,25.17%,$11582.45,$12674.62,-8.62%,4,2013,"QUARTERLY"""
CITY,Garden Ridge,$49.73,$38.43,29.4%,$49.73,$38.43,29.4%,1,2015,"QUARTERLY"""
COUNTY,Comanche,$782.67,$1050.23,-25.48%,$2189.03,$2368.49,-7.58%,3,2014,"QUARTERLY"""
CITY,Cedar Park,$41680.85,$29078.09,43.34%,$41680.85,$29078.09,43.34%,1,2014,"QUARTERLY"""
COUNTY,Moore,$4909.43,$3197.20,53.55%,$4909.43,$3197.20,53.55%,1,2015,"QUARTERLY"""
CITY,Elgin,$4993.29,$4544.34,9.88%,$4993.29,$4544.34,9.88%,1,2016,"QUARTERLY"""
COUNTY,Gillespie,$26436.50,$17978.34,47.05%,$26436.50,$17978.34,47.05%,1,2014,"QUARTERLY"""
CITY,Converse,$2686.76,$2621.84,2.48%,$5453.40,$4407.71,23.72%,2,2016,"QUARTERLY"""
CITY,Converse,$2686.76,$2621.84,2.48%,$5453.40,$4407.71,23.72%,2,2016,"QUARTERLY"""
CITY,Leon Valley,$6731.48,$8702.41,-22.65%,$6731.48,$8702.41,-22.65%,1,2013,"QUARTERLY"""
CITY,Helotes,$7740.06,$6274.55,23.36%,$25942.13,$20073.61,29.24%,4,2013,"QUARTERLY"""
CITY,Sanger,$652.85,$807.26,-19.13%,$1180.33,$1452.70,-18.75%,2,2013,"QUARTERLY"""
CITY,Fulton,$7040.27,$7202.89,-2.26%,$7040.27,$7202.89,-2.26%,1,2013,"QUARTERLY"""
CITY,Ingram,$907.38,$834.65,8.71%,$3486.70,$3064.07,13.79%,4,2014,"QUARTERLY"""
CITY,Quinlan,$251.18,$212.43,18.24%,$460.27,$393.13,17.08%,2,2015,"QUARTERLY"""
CITY,Round Rock,$129359.99,$79540.29,62.63%,$129359.99,$79540.29,62.63%,1,2016,"QUARTERLY"""
COUNTY,Rains,$296.81,$0.37,80118.92%,$478.32,$3.71,12792.72%,2,2013,"QUARTERLY"""
CITY,Marfa,$5230.43,$5130.43,1.95%,$15332.97,$14682.25,4.43%,3,2015,"QUARTERLY"""
COUNTY,Hamilton,$1755.14,$1257.88,39.53%,$3303.46,$2055.56,60.71%,2,2014,"QUARTERLY"""
CITY,Wylie,$2702.69,$2461.61,9.79%,$4986.87,$4547.48,9.66%,2,2013,"QUARTERLY"""
CITY,Omaha,$803.31,$639.95,25.53%,$803.31,$639.95,25.53%,1,2014,"QUARTERLY"""
CITY,Rollingwood,$1252.48,$1229.62,1.86%,$1252.48,$1229.62,1.86%,1,2016,"QUARTERLY"""
CITY,Cushing,$81.75,$44.42,84.04%,$110.97,$80.74,37.44%,2,2014,"QUARTERLY"""
CITY,West University Place,$3770.11,$2544.92,48.14%,$9164.70,$7479.13,22.54%,3,2013,"QUARTERLY"""
COUNTY,Brooks,$123.65,$90.10,37.24%,$123.65,$90.10,37.24%,1,2014,"QUARTERLY"""
COUNTY,Brewster,$8120.72,$6525.26,24.45%,$8120.72,$6525.26,24.45%,1,2014,"QUARTERLY"""
CITY,Village Of The Hills,$1770.86,$962.49,83.99%,$1770.86,$962.49,83.99%,1,2013,"QUARTERLY"""
CITY,Royse City,$943.79,$823.85,14.56%,$2431.40,$1801.93,34.93%,3,2014,"QUARTERLY"""
COUNTY,Collin,$809766.57,$607517.97,33.29%,$809766.57,$607517.97,33.29%,1,2014,"QUARTERLY"""
COUNTY,Maverick,$10545.94,$11016.91,-4.27%,$43668.61,$39245.89,11.27%,4,2014,"QUARTERLY"""
CITY,Clear Lake Shores,$6989.62,$3550.68,96.85%,$6989.62,$3550.68,96.85%,1,2014,"QUARTERLY"""
CITY,Taylor,$2635.77,$2188.27,20.45%,$4681.28,$4484.11,4.4%,2,2016,"QUARTERLY"""
CITY,Taylor,$2635.77,$2188.27,20.45%,$4681.28,$4484.11,4.4%,2,2016,"QUARTERLY"""
CITY,Aransas Pass,$2974.10,$2811.56,5.78%,$13071.62,$10655.32,22.68%,4,2014,"QUARTERLY"""
CITY,Bullard,$337.96,$0.00,0%,$791.71,$0.00,0%,2,2015,"QUARTERLY"""
COUNTY,Hall,$319.82,$234.61,36.32%,$319.82,$234.61,36.32%,1,2013,"QUARTERLY"""
CITY,Morgans Point Resort,$414.81,$0.00,0%,$732.72,$0.00,0%,2,2015,"QUARTERLY"""
CITY,Temple,$40080.22,$35786.08,12%,$123829.20,$93161.04,32.92%,3,2014,"QUARTERLY"""
COUNTY,Brewster,$10754.74,$9627.14,11.71%,$38708.97,$33192.33,16.62%,4,2014,"QUARTERLY"""
CITY,Troup,$646.32,$680.38,-5.01%,$646.32,$680.38,-5.01%,1,2016,"QUARTERLY"""
CITY,Stephenville,$13786.93,$9982.12,38.12%,$26411.85,$19817.89,33.27%,2,2014,"QUARTERLY"""
COUNTY,Brown,$9485.66,$9175.42,3.38%,$26372.72,$29631.58,-11%,3,2013,"QUARTERLY"""
COUNTY,Eastland,$673.77,$592.23,13.77%,$1179.44,$1164.10,1.32%,2,2013,"QUARTERLY"""
CITY,Big Spring,$8409.67,$2717.39,209.48%,$29271.37,$11819.10,147.66%,4,2013,"QUARTERLY"""
COUNTY,Parker,$31414.32,$20795.77,51.06%,$77989.78,$62293.12,25.2%,3,2013,"QUARTERLY"""
COUNTY,La Salle,$3144.38,$890.59,253.07%,$9439.20,$3128.54,201.71%,4,2013,"QUARTERLY"""
CITY,Wilmer,$878.55,$1055.55,-16.77%,$1881.67,$2133.65,-11.81%,2,2016,"QUARTERLY"""
CITY,Wilmer,$878.55,$1055.55,-16.77%,$1881.67,$2133.65,-11.81%,2,2016,"QUARTERLY"""
COUNTY,Goliad,$28.02,$16.20,72.96%,$87.62,$73.28,19.57%,4,2013,"QUARTERLY"""
CITY,Rosenberg,$18853.31,$18571.98,1.51%,$81946.78,$69420.28,18.04%,4,2015,"QUARTERLY"""
COUNTY,Grayson,$57045.76,$41459.82,37.59%,$139239.81,$123233.70,12.99%,3,2013,"QUARTERLY"""
COUNTY,Henderson,$19575.02,$16292.16,20.15%,$19575.02,$16292.16,20.15%,1,2014,"QUARTERLY"""
CITY,Brenham,$7627.98,$6044.01,26.21%,$28252.20,$25938.20,8.92%,4,2013,"QUARTERLY"""
CITY,Bedford,$56047.67,$48645.50,15.22%,$218422.57,$197181.36,10.77%,4,2015,"QUARTERLY"""
COUNTY,Goliad,$439.71,$28.02,1469.27%,$848.75,$87.62,868.67%,4,2014,"QUARTERLY"""
CITY,Teague,$191.08,$224.32,-14.82%,$435.52,$411.84,5.75%,2,2016,"QUARTERLY"""
CITY,Teague,$191.08,$224.32,-14.82%,$435.52,$411.84,5.75%,2,2016,"QUARTERLY"""
CITY,Hallsville,$401.41,$308.99,29.91%,$401.41,$308.99,29.91%,1,2015,"QUARTERLY"""
CITY,Galena Park,$65.75,$139.77,-52.96%,$65.75,$139.77,-52.96%,1,2016,"QUARTERLY"""
CITY,Vernon,$1564.69,$1786.04,-12.39%,$3205.76,$2926.93,9.53%,2,2016,"QUARTERLY"""
CITY,Vernon,$1564.69,$1786.04,-12.39%,$3205.76,$2926.93,9.53%,2,2016,"QUARTERLY"""
CITY,Lone Star,$330.19,$383.97,-14.01%,$330.19,$383.97,-14.01%,1,2013,"QUARTERLY"""
CITY,Victoria,$54624.09,$50009.32,9.23%,$167116.32,$136028.68,22.85%,3,2014,"QUARTERLY"""
CITY,Hamilton,$84.80,$63.96,32.58%,$197.78,$108.25,82.71%,2,2013,"QUARTERLY"""
CITY,Cockrell Hill,$191.44,$64.81,195.39%,$336.21,$202.27,66.22%,3,2013,"QUARTERLY"""
CITY,Seagoville,$1107.51,$478.63,131.39%,$1107.51,$478.63,131.39%,1,2014,"QUARTERLY"""
CITY,Lago Vista,$1448.75,$1462.95,-0.97%,$1448.75,$1462.95,-0.97%,1,2013,"QUARTERLY"""
CITY,Denison,$10725.86,$11890.18,-9.79%,$47919.37,$47902.08,0.04%,4,2015,"QUARTERLY"""
CITY,Ennis,$10255.70,$8487.07,20.84%,$29604.41,$25435.96,16.39%,4,2013,"QUARTERLY"""
COUNTY,Hudspeth,$55.60,$79.44,-30.01%,$101.51,$140.77,-27.89%,2,2013,"QUARTERLY"""
CITY,Canton,$4116.58,$3784.89,8.76%,$6917.60,$6735.23,2.71%,2,2015,"QUARTERLY"""
COUNTY,Bell,$157776.79,$134219.17,17.55%,$157776.79,$134219.17,17.55%,1,2015,"QUARTERLY"""
COUNTY,Childress,$2050.96,$1731.97,18.42%,$4622.54,$4377.09,5.61%,3,2013,"QUARTERLY"""
CITY,Panhandle,$240.09,$282.08,-14.89%,$240.09,$282.08,-14.89%,1,2015,"QUARTERLY"""
CITY,Gunter,$258.62,$300.80,-14.02%,$1613.75,$1575.93,2.4%,4,2015,"QUARTERLY"""
CITY,Port Lavaca,$4319.00,$4407.98,-2.02%,$8734.33,$8497.06,2.79%,2,2014,"QUARTERLY"""
CITY,Giddings,$2059.90,$1478.31,39.34%,$3702.95,$2716.01,36.34%,2,2014,"QUARTERLY"""
CITY,Mesquite,$65358.89,$59064.16,10.66%,$195173.76,$157861.26,23.64%,3,2014,"QUARTERLY"""
CITY,Jacinto City,$1630.81,$1767.20,-7.72%,$7067.48,$7216.58,-2.07%,4,2015,"QUARTERLY"""
CITY,Laguna Vista,$1686.17,$1248.81,35.02%,$1686.17,$1248.81,35.02%,1,2014,"QUARTERLY"""
CITY,Raymondville,$1625.51,$0.00,0%,$1782.02,$0.00,0%,4,2015,"QUARTERLY"""
CITY,Moody,$252.40,$0.00,0%,$593.64,$0.00,0%,4,2014,"QUARTERLY"""
CITY,Shavano Park,$5511.28,$5205.82,5.87%,$5511.28,$5205.82,5.87%,1,2015,"QUARTERLY"""
COUNTY,Tarrant,$2281670.67,$1968745.08,15.89%,$6797562.22,$5141291.19,32.22%,3,2014,"QUARTERLY"""
CITY,Knollwood,$336.15,$320.66,4.83%,$1033.59,$846.04,22.17%,3,2014,"QUARTERLY"""
COUNTY,Aransas,$25990.36,$23493.12,10.63%,$113590.00,$104730.78,8.46%,4,2015,"QUARTERLY"""
COUNTY,Floyd,$30.47,$65.64,-53.58%,$30.47,$65.64,-53.58%,1,2014,"QUARTERLY"""
COUNTY,Shelby,$1861.70,$1450.86,28.32%,$4117.60,$3310.77,24.37%,2,2014,"QUARTERLY"""
COUNTY,Jasper,$3358.26,$3484.89,-3.63%,$3358.26,$3484.89,-3.63%,1,2014,"QUARTERLY"""
COUNTY,Menard,$124.33,$140.45,-11.48%,$285.25,$300.75,-5.15%,3,2014,"QUARTERLY"""
CITY,Sonora,$290.95,$199.50,45.84%,$290.95,$199.50,45.84%,1,2015,"QUARTERLY"""
COUNTY,Reeves,$1188.12,$916.87,29.58%,$2032.93,$2057.18,-1.18%,2,2013,"QUARTERLY"""
CITY,Balcones Heights,$6917.22,$7111.37,-2.73%,$31642.19,$34795.46,-9.06%,4,2015,"QUARTERLY"""
CITY,Wolfforth,$13.00,$8.14,59.71%,$22.55,$18.49,21.96%,2,2016,"QUARTERLY"""
CITY,Wolfforth,$13.00,$8.14,59.71%,$22.55,$18.49,21.96%,2,2016,"QUARTERLY"""
COUNTY,Terry,$269.10,$757.88,-64.49%,$1721.57,$2535.72,-32.11%,4,2014,"QUARTERLY"""
CITY,Trinidad,$413.88,$280.47,47.57%,$413.88,$280.47,47.57%,1,2014,"QUARTERLY"""
CITY,Glen Rose,$2764.66,$2289.07,20.78%,$6636.16,$5583.51,18.85%,3,2014,"QUARTERLY"""
CITY,Briarcliff,$0.00,$0.00,0%,$0.00,$1.27,-100%,4,2013,"QUARTERLY"""
CITY,Cedar Park,$66608.95,$57475.91,15.89%,$129226.30,$108101.69,19.54%,2,2016,"QUARTERLY"""
CITY,Cedar Park,$66608.95,$57475.91,15.89%,$129226.30,$108101.69,19.54%,2,2016,"QUARTERLY"""
CITY,Ferris,$383.86,$292.63,31.18%,$1315.65,$1043.45,26.09%,4,2014,"QUARTERLY"""
CITY,West Tawakoni,$2034.32,$1460.29,39.31%,$2034.32,$1460.29,39.31%,1,2015,"QUARTERLY"""
CITY,Vinton,$784.31,$682.84,14.86%,$3411.79,$2499.57,36.5%,4,2014,"QUARTERLY"""
COUNTY,Newton,$208.74,$158.67,31.56%,$393.33,$327.93,19.94%,2,2014,"QUARTERLY"""
COUNTY,Lubbock,$326738.34,$290899.95,12.32%,$1248390.42,$1035299.51,20.58%,4,2014,"QUARTERLY"""
CITY,Avinger,$238.49,$0.00,0%,$360.27,$0.00,0%,2,2014,"QUARTERLY"""
COUNTY,Panola,$2237.18,$1899.73,17.76%,$4197.29,$3971.88,5.68%,2,2014,"QUARTERLY"""
CITY,Sabinal,$0.00,$1.60,-100%,$0.00,$36.07,-100%,3,2013,"QUARTERLY"""
CITY,Arlington,$424639.04,$462741.34,-8.23%,$424639.04,$462741.34,-8.23%,1,2016,"QUARTERLY"""
COUNTY,Wichita,$75048.33,$73807.81,1.68%,$75048.33,$73807.81,1.68%,1,2016,"QUARTERLY"""
COUNTY,Karnes,$4989.15,$1422.43,250.75%,$4989.15,$1422.43,250.75%,1,2015,"QUARTERLY"""
CITY,Kilgore,$6306.34,$5888.07,7.1%,$12130.79,$11399.33,6.42%,2,2015,"QUARTERLY"""
COUNTY,Moore,$3850.44,$3419.53,12.6%,$11394.40,$11666.16,-2.33%,3,2013,"QUARTERLY"""
COUNTY,Montague,$2109.86,$1499.90,40.67%,$2109.86,$1499.90,40.67%,1,2013,"QUARTERLY"""
COUNTY,Goliad,$856.90,$453.74,88.85%,$1900.68,$1985.64,-4.28%,2,2016,"QUARTERLY"""
COUNTY,Goliad,$856.90,$453.74,88.85%,$1900.68,$1985.64,-4.28%,2,2016,"QUARTERLY"""
CITY,Cut And Shoot,$664.83,$685.70,-3.04%,$664.83,$685.70,-3.04%,1,2013,"QUARTERLY"""
CITY,Quinlan,$205.64,$231.26,-11.08%,$598.77,$609.45,-1.75%,3,2014,"QUARTERLY"""
COUNTY,Somervell,$3224.64,$2543.85,26.76%,$7881.62,$7579.84,3.98%,3,2013,"QUARTERLY"""
CITY,Shiner,$157.68,$105.29,49.76%,$231.95,$210.24,10.33%,2,2014,"QUARTERLY"""
CITY,Bryan,$36901.83,$39313.84,-6.14%,$113101.18,$102205.67,10.66%,3,2015,"QUARTERLY"""
COUNTY,Shelby,$2255.90,$1859.91,21.29%,$2255.90,$1859.91,21.29%,1,2014,"QUARTERLY"""
CITY,South Padre Island,$104505.64,$73839.37,41.53%,$150633.98,$107373.07,40.29%,2,2014,"QUARTERLY"""
CITY,Palmview,$118.81,$458.73,-74.1%,$923.76,$1400.44,-34.04%,3,2014,"QUARTERLY"""
CITY,Buda,$8632.99,$5135.24,68.11%,$29891.39,$17854.00,67.42%,4,2014,"QUARTERLY"""
CITY,South Houston,$10070.42,$6383.63,57.75%,$35289.81,$26236.86,34.5%,4,2013,"QUARTERLY"""
COUNTY,Pecos,$6065.01,$7604.11,-20.24%,$6065.01,$7604.11,-20.24%,1,2015,"QUARTERLY"""
CITY,Blanco,$1961.90,$1643.57,19.37%,$5224.22,$5096.69,2.5%,3,2015,"QUARTERLY"""
CITY,Celina,$619.13,$481.99,28.45%,$619.13,$481.99,28.45%,1,2015,"QUARTERLY"""
CITY,Watauga,$14933.81,$32578.90,-54.16%,$14933.81,$32578.90,-54.16%,1,2015,"QUARTERLY"""
COUNTY,Cherokee,$6073.17,$5727.56,6.03%,$6073.17,$5727.56,6.03%,1,2015,"QUARTERLY"""
COUNTY,Knox,$144.29,$147.13,-1.93%,$316.02,$346.29,-8.74%,2,2013,"QUARTERLY"""
CITY,Magnolia,$2867.76,$1954.47,46.73%,$2867.76,$1954.47,46.73%,1,2014,"QUARTERLY"""
CITY,Magnolia,$3669.58,$3478.80,5.48%,$6877.98,$6346.56,8.37%,2,2015,"QUARTERLY"""
CITY,Laguna Vista,$1248.81,$1179.10,5.91%,$1248.81,$1179.10,5.91%,1,2013,"QUARTERLY"""
COUNTY,El Paso,$593688.12,$559257.56,6.16%,$593688.12,$559257.56,6.16%,1,2016,"QUARTERLY"""
CITY,Rollingwood,$0.00,$83.42,-100%,$0.00,$83.42,-100%,1,2014,"QUARTERLY"""
COUNTY,San Saba,$1003.65,$1001.15,0.25%,$1003.65,$1001.15,0.25%,1,2015,"QUARTERLY"""
CITY,Malone,$680.36,$611.47,11.27%,$2339.52,$1714.84,36.43%,3,2015,"QUARTERLY"""
CITY,Gilmer,$460.78,$394.41,16.83%,$1810.86,$475.45,280.87%,4,2015,"QUARTERLY"""
COUNTY,San Jacinto,$1176.93,$1650.29,-28.68%,$3589.71,$4595.34,-21.88%,3,2014,"QUARTERLY"""
CITY,Teague,$244.44,$187.52,30.35%,$244.44,$187.52,30.35%,1,2016,"QUARTERLY"""
CITY,Mission,$18031.95,$16081.10,12.13%,$51876.06,$56656.54,-8.44%,3,2013,"QUARTERLY"""
CITY,North Richland Hills,$32173.38,$32154.54,0.06%,$32173.38,$32154.54,0.06%,1,2015,"QUARTERLY"""
CITY,Austin,$2322027.09,$2064202.08,12.49%,$9217241.64,$7195160.18,28.1%,4,2014,"QUARTERLY"""
CITY,Haltom City,$2984.42,$3290.64,-9.31%,$9377.85,$8984.10,4.38%,3,2014,"QUARTERLY"""
COUNTY,Ochiltree,$3729.30,$1561.08,138.89%,$12956.81,$5653.58,129.18%,4,2014,"QUARTERLY"""
COUNTY,Hopkins,$7985.41,$7662.69,4.21%,$7985.41,$7662.69,4.21%,1,2014,"QUARTERLY"""
CITY,Dell City,$65.93,$69.47,-5.1%,$262.61,$254.04,3.37%,4,2015,"QUARTERLY"""
CITY,Brownfield,$244.05,$581.16,-58.01%,$354.61,$795.72,-55.44%,2,2015,"QUARTERLY"""
CITY,Marble Falls,$12479.39,$12655.65,-1.39%,$22527.69,$22504.07,0.1%,2,2015,"QUARTERLY"""
CITY,Falfurrias,$90.10,$221.44,-59.31%,$90.10,$221.44,-59.31%,1,2013,"QUARTERLY"""
CITY,Round Mountain,$44.01,$49.95,-11.89%,$44.01,$49.95,-11.89%,1,2014,"QUARTERLY"""
CITY,Blum,$283.80,$472.35,-39.92%,$1034.53,$1393.20,-25.74%,3,2015,"QUARTERLY"""
CITY,Port Arthur,$37968.00,$33141.70,14.56%,$151988.06,$123797.82,22.77%,4,2014,"QUARTERLY"""
CITY,Three Rivers,$976.25,$23.40,4072.01%,$2576.66,$23.40,10911.37%,3,2014,"QUARTERLY"""
CITY,Decatur,$5127.89,$4877.26,5.14%,$20913.06,$18303.89,14.25%,4,2014,"QUARTERLY"""
COUNTY,Tom Green,$62740.06,$57153.42,9.77%,$62740.06,$57153.42,9.77%,1,2013,"QUARTERLY"""
CITY,Round Top,$1119.20,$658.11,70.06%,$3168.22,$2054.48,54.21%,4,2014,"QUARTERLY"""
CITY,Cleveland,$4361.23,$2921.27,49.29%,$11037.88,$8829.06,25.02%,3,2013,"QUARTERLY"""
CITY,Henderson,$3026.85,$3455.44,-12.4%,$13155.46,$13650.13,-3.62%,4,2015,"QUARTERLY"""
CITY,Pattison,$0.00,$312.36,-100%,$0.00,$1012.19,-100%,3,2015,"QUARTERLY"""
CITY,Jamaica Beach,$1072.54,$851.30,25.99%,$2905.44,$2145.95,35.39%,3,2014,"QUARTERLY"""
CITY,Malone,$699.72,$659.23,6.14%,$2414.56,$2418.09,-0.15%,4,2014,"QUARTERLY"""
CITY,Edinburg,$30455.56,$28381.94,7.31%,$59130.11,$54839.29,7.82%,2,2016,"QUARTERLY"""
CITY,Edinburg,$30455.56,$28381.94,7.31%,$59130.11,$54839.29,7.82%,2,2016,"QUARTERLY"""
CITY,Malakoff,$1210.60,$1339.82,-9.64%,$1210.60,$1339.82,-9.64%,1,2016,"QUARTERLY"""
CITY,Everman,$2642.85,$2723.24,-2.95%,$5255.04,$5412.30,-2.91%,2,2016,"QUARTERLY"""
CITY,Everman,$2642.85,$2723.24,-2.95%,$5255.04,$5412.30,-2.91%,2,2016,"QUARTERLY"""
